INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_124017,23-JAN-07,0,33,32,2,1,7,1,1,6,1,249,1.0,112,93,34,1
CR_47650,28-MAR-97,0,39,39,6,5,3,5,1,6,1,0,1.0,72,62,34,1
CR_187039,17-APR-17,0,19,19,1,3,5,6,1,6,1,208,0.0,84,0,48,1
CR_69928,14-MAR-00,3,35,30,3,5,9,8,1,6,1,316,1.0,112,29,34,1
CR_157145,01-JAN-12,1,24,24,0,0,15,10,0,5,1,127,1.0,0,142,34,1
CR_188128,19-MAR-17,0,24,24,0,0,6,4,1,2,1,249,1.0,103,142,34,1
CR_119603,10-NOV-07,0,2,3,10,3,6,4,1,2,1,316,1.0,92,107,34,1
CR_131033,29-AUG-08,0,25,25,9,0,3,5,1,5,1,316,1.0,92,29,34,1
CR_29341,24-AUG-95,0,33,32,2,1,6,4,1,6,1,249,1.0,103,29,34,1
CR_97827,01-SEP-04,0,4,4,6,5,1,0,1,6,1,0,1.0,72,29,34,1
CR_110234,10-MAY-05,1,36,34,2,1,15,10,0,5,1,174,1.0,92,103,36,0
CR_192319,11-NOV-18,0,4,4,6,5,1,0,1,2,1,316,1.0,72,80,34,1
CR_196055,16-FEB-18,0,34,33,3,5,2,7,0,5,2,160,1.0,98,129,34,0
CR_23732,25-MAY-94,0,45,45,10,3,2,7,0,5,1,174,0.0,72,142,43,1
CR_6803,29-DEC-92,0,22,22,7,3,2,7,1,6,2,200,2.0,72,80,34,0
CR_78044,24-SEP-01,0,26,27,9,0,3,5,1,6,1,249,1.0,109,29,34,1
CR_62327,30-MAY-99,0,36,34,2,1,1,0,0,5,1,249,1.0,92,62,34,1
CR_74467,30-MAR-01,0,4,4,6,5,1,0,0,5,1,249,1.0,112,119,34,1
CR_149444,19-JUN-11,0,4,4,6,5,5,6,1,6,1,316,1.0,72,62,34,1
CR_44560,02-FEB-97,1,22,22,7,3,15,10,3,6,1,174,0.0,112,29,23,1
CR_33909,16-JAN-96,0,4,4,6,5,2,7,1,6,1,249,1.0,72,93,34,1
CR_126013,19-APR-07,0,44,44,1,3,4,2,1,5,1,249,1.0,18,93,34,1
CR_10757,06-DEC-92,0,49,49,6,5,6,4,1,6,1,316,1.0,109,14,34,1
CR_64932,22-JUL-00,0,4,4,6,5,5,6,0,5,1,174,0.0,18,93,46,1
CR_86150,20-JUN-02,0,25,25,9,0,5,6,1,6,1,102,0.0,103,62,43,1
CR_149674,11-JUN-11,0,6,6,4,1,5,6,0,5,1,174,1.0,103,93,34,1
CR_75890,03-DEC-01,0,16,15,0,0,6,4,3,6,1,316,1.0,103,29,34,1
CR_107132,25-NOV-05,0,18,18,9,0,7,1,1,6,1,0,1.0,103,107,34,1
CR_43397,14-APR-97,0,11,11,7,3,3,5,1,6,1,316,1.0,103,29,34,1
CR_177817,30-JAN-15,0,47,48,7,3,4,2,1,2,1,249,1.0,111,29,34,1
CR_57671,22-OCT-99,0,4,4,6,5,1,0,0,5,1,174,0.0,112,80,23,1
CR_124143,01-JAN-07,0,33,32,2,1,5,6,1,6,1,249,1.0,98,130,34,1
CR_86285,14-NOV-02,0,25,25,9,0,7,1,1,2,1,102,1.0,18,130,34,1
CR_89694,14-SEP-03,0,2,3,10,3,8,3,0,5,1,174,0.0,67,142,34,1
CR_57150,11-JAN-99,0,4,4,6,5,1,0,0,5,1,174,1.0,103,93,34,1
CR_88207,02-OCT-02,0,39,39,6,5,5,6,0,5,1,174,0.0,92,80,48,1
CR_61889,22-MAR-99,0,33,32,2,1,7,1,0,5,1,174,0.0,92,93,50,1
CR_130225,24-JAN-08,1,22,22,7,3,15,10,0,5,2,174,2.0,103,29,34,1
CR_104325,02-NOV-04,0,49,49,6,5,4,2,1,6,1,249,1.0,103,29,34,1
CR_129669,01-AUG-08,1,18,18,9,0,16,12,2,6,1,249,1.0,103,29,34,1
CR_19190,14-MAY-94,0,5,5,3,5,8,3,1,6,1,0,1.0,72,142,34,1
CR_92726,29-DEC-03,0,21,23,4,1,2,7,2,2,1,316,1.0,24,62,34,1
CR_159796,02-DEC-12,0,44,44,1,3,7,1,1,6,1,316,1.0,103,29,34,1
CR_167845,03-MAR-14,0,4,4,6,5,5,6,1,2,1,249,1.0,103,62,34,1
CR_96910,01-FEB-03,0,49,49,6,5,2,7,0,5,1,174,1.0,72,87,34,1
CR_110584,25-JUL-05,0,39,39,6,5,8,3,1,6,2,316,2.0,72,29,34,1
CR_62400,11-NOV-99,0,36,34,2,1,1,0,1,6,1,249,1.0,92,93,34,1
CR_196079,18-SEP-18,0,34,33,3,5,2,7,0,5,1,249,1.0,116,52,34,1
CR_46178,17-DEC-97,0,33,32,2,1,5,6,0,5,1,249,1.0,112,29,34,1
CR_170447,13-AUG-14,0,36,34,2,1,1,0,1,5,1,174,0.0,92,93,43,1
CR_160844,14-AUG-12,0,51,50,7,3,7,1,1,6,1,316,1.0,103,29,34,1
CR_68141,01-NOV-00,7,21,23,4,1,9,8,1,6,1,316,1.0,72,29,34,1
CR_98370,24-OCT-04,0,4,4,6,5,2,7,1,6,1,249,1.0,84,29,34,1
CR_78029,30-MAY-01,0,26,27,9,0,3,5,1,2,1,316,1.0,92,62,34,1
CR_2613,24-JUN-91,0,36,34,2,1,1,0,0,5,1,0,1.0,92,29,34,1
CR_191201,13-FEB-17,1,49,49,6,5,15,10,1,6,2,200,1.0,98,68,34,0
CR_49557,29-JUL-98,0,4,4,6,5,1,0,1,6,3,316,3.0,72,80,34,1
CR_143584,13-JUN-10,1,16,15,0,0,16,12,1,6,1,0,1.0,12,130,34,1
CR_63752,13-JUL-99,0,45,45,10,3,1,0,2,2,3,249,3.0,72,142,34,1
CR_181491,25-JUL-16,0,26,27,9,0,3,5,1,6,1,249,1.0,103,29,34,1
CR_110184,07-MAR-05,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,43,1
CR_79402,26-SEP-01,0,36,34,2,1,1,0,0,5,1,249,1.0,92,133,34,1
CR_54660,12-FEB-98,0,36,34,2,1,1,0,0,5,1,249,1.0,92,107,34,1
CR_121616,26-FEB-07,1,9,10,7,3,16,12,1,6,1,316,1.0,103,142,34,1
CR_35334,13-MAR-96,0,16,15,0,0,8,3,0,5,1,174,1.0,103,142,34,1
CR_58216,30-APR-99,0,4,4,6,5,1,0,1,2,1,316,1.0,48,103,34,1
CR_166796,15-JUN-13,0,50,51,0,0,2,7,8,2,4,196,4.0,72,142,34,0
CR_60070,28-SEP-99,0,21,23,4,1,6,4,0,5,1,249,1.0,92,93,34,1
CR_84158,05-SEP-02,0,6,6,4,1,7,1,1,6,1,316,1.0,103,29,34,1
CR_66932,30-JUL-00,0,9,10,7,3,6,4,1,5,1,290,0.0,24,93,0,1
CR_59738,18-OCT-99,7,17,16,0,0,9,8,0,5,1,174,1.0,103,103,34,1
CR_1124,30-JUL-91,1,22,22,7,3,15,10,0,5,3,174,0.0,109,93,0,1
CR_76981,19-OCT-01,0,21,23,4,1,2,7,0,5,1,174,1.0,72,130,34,1
CR_19274,29-SEP-94,0,6,6,4,1,5,6,1,6,1,316,1.0,112,80,34,1
CR_34065,09-MAR-96,0,4,4,6,5,2,7,1,6,1,0,1.0,103,80,34,1
CR_21581,07-FEB-94,0,33,32,2,1,8,3,2,6,1,249,1.0,103,80,34,1
CR_117178,14-NOV-06,0,36,34,2,1,4,2,1,6,1,249,1.0,92,62,34,1
CR_158756,08-AUG-12,0,36,34,2,1,1,0,0,5,2,174,0.0,18,133,46,1
CR_194067,05-JUN-18,0,19,19,1,3,6,4,1,6,1,218,0.0,67,0,48,1
CR_23601,30-JUN-94,0,45,45,10,3,8,3,2,6,15,263,15.0,103,29,34,0
CR_135438,26-FEB-09,1,4,4,6,5,15,10,0,5,1,174,0.0,112,29,23,1
CR_81967,23-MAY-01,0,49,49,6,5,6,4,1,6,1,316,1.0,103,29,34,1
CR_5784,20-OCT-92,0,16,15,0,0,1,0,1,2,1,0,1.0,72,142,34,1
CR_76258,08-SEP-01,0,17,16,0,0,4,2,3,2,1,316,1.0,72,142,34,1
CR_187495,20-JUN-17,0,21,23,4,1,2,7,1,6,1,316,1.0,72,62,34,1
CR_100691,10-JUN-04,0,24,24,0,0,5,6,0,5,1,249,0.0,103,136,34,1
CR_179818,04-JUL-16,0,9,10,7,3,5,6,1,6,1,303,1.0,72,62,34,1
CR_123125,04-JUN-07,0,24,24,0,0,7,1,0,5,1,174,1.0,98,107,34,1
CR_19335,11-MAY-94,7,6,6,4,1,9,8,1,6,2,174,2.0,72,29,34,1
CR_32482,26-JAN-96,0,4,4,6,5,8,3,0,5,1,174,0.0,112,119,48,1
CR_102749,13-OCT-04,0,37,37,0,0,7,1,0,5,1,249,0.0,103,29,34,1
CR_138789,14-DEC-09,0,33,32,2,1,7,1,0,5,1,174,0.0,103,93,43,1
CR_21425,16-JAN-94,0,33,32,2,1,7,1,0,5,1,249,1.0,59,29,34,1
CR_107295,18-AUG-05,0,21,23,4,1,5,6,0,5,1,174,1.0,98,142,34,1
CR_26710,09-JUN-95,0,9,10,7,3,7,1,0,5,1,174,0.0,18,80,46,1
CR_59717,17-NOV-99,0,17,16,0,0,6,4,2,6,1,285,1.0,72,29,34,1
CR_65308,12-OCT-00,0,4,4,6,5,1,0,1,2,1,316,1.0,72,80,34,1
CR_117180,25-FEB-06,0,36,34,2,1,4,2,2,3,1,249,1.0,103,103,34,1
CR_46245,12-JAN-97,0,33,32,2,1,7,1,1,6,1,249,1.0,109,29,34,1
CR_17577,10-OCT-93,1,45,45,10,3,17,11,0,6,2,249,2.0,103,29,34,1
CR_134879,19-APR-08,0,50,51,0,0,4,2,1,2,1,316,1.0,54,14,34,1
CR_57949,22-FEB-99,0,4,4,6,5,3,5,1,2,1,316,1.0,98,142,34,1
CR_4826,16-APR-92,0,5,5,3,5,7,1,0,5,1,174,0.0,109,119,23,1
CR_117434,21-APR-06,0,36,34,2,1,1,0,0,5,1,174,1.0,92,53,34,1
CR_174755,11-SEP-15,0,21,23,4,1,2,7,0,5,1,249,1.0,24,93,34,1
CR_182265,19-FEB-16,0,36,34,2,1,1,0,1,5,1,174,0.0,92,130,43,1
CR_34037,28-DEC-96,0,4,4,6,5,2,7,1,6,2,71,2.0,72,62,34,0
CR_180345,12-JUL-16,0,19,19,1,3,6,4,2,6,1,316,1.0,103,62,34,1
CR_145642,27-AUG-10,0,33,32,2,1,5,6,0,5,1,174,0.0,103,93,43,1
CR_64164,25-JUN-99,1,49,49,6,5,15,10,0,5,1,316,1.0,54,29,34,1
CR_140523,16-MAY-09,0,41,41,4,1,5,6,1,6,1,330,0.0,34,87,48,1
CR_79218,14-MAR-01,1,36,34,2,1,15,10,1,6,1,249,1.0,92,29,34,1
CR_116621,27-JAN-06,0,33,32,2,1,6,4,0,5,1,174,0.0,112,130,43,1
CR_172694,17-MAY-15,1,3,2,3,5,15,10,0,5,1,174,0.0,18,138,46,1
CR_13361,28-JUN-93,0,21,23,4,1,2,7,2,2,1,316,1.0,92,142,34,1
CR_2947,12-JUN-91,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,46,1
CR_18206,03-AUG-93,1,49,49,6,5,12,16,2,6,3,249,3.0,72,119,34,1
CR_159204,14-MAY-12,0,36,34,2,1,8,3,1,2,1,316,1.0,92,130,34,1
CR_105494,17-AUG-05,0,4,4,6,5,5,6,0,5,3,127,3.0,103,29,34,1
CR_99353,16-FEB-04,1,16,15,0,0,15,10,1,6,2,179,1.0,18,87,36,0
CR_72974,10-MAY-01,1,4,4,6,5,15,10,1,2,3,249,3.0,103,142,34,1
CR_124732,29-DEC-07,1,36,34,2,1,15,10,0,5,2,174,0.0,103,29,43,1
CR_170284,13-DEC-14,0,35,30,3,5,1,0,1,6,1,316,1.0,103,80,34,1
CR_66003,17-FEB-00,0,4,4,6,5,1,0,1,6,1,249,1.0,59,130,34,1
CR_175919,03-NOV-15,0,33,32,2,1,7,1,1,6,1,249,1.0,112,29,34,1
CR_90034,05-AUG-03,0,4,4,6,5,6,4,0,5,1,174,0.0,18,138,46,1
CR_69522,03-DEC-00,0,33,32,2,1,6,4,1,6,1,249,1.0,103,93,34,1
CR_162655,01-JUN-13,0,17,16,0,0,2,7,2,2,1,249,1.0,42,80,34,1
CR_16477,01-AUG-93,0,37,37,0,0,5,6,1,6,1,249,1.0,103,62,34,1
CR_83742,08-JUL-02,0,4,4,6,5,2,7,1,6,1,316,1.0,109,62,34,1
CR_15288,07-MAY-93,0,33,32,2,1,7,1,1,6,1,249,1.0,112,93,34,1
CR_62723,18-MAY-99,0,37,37,0,0,6,4,2,6,1,249,1.0,72,6,34,1
CR_88205,13-SEP-02,5,39,39,6,5,18,13,2,6,2,249,2.0,113,62,34,1
CR_164056,09-JUN-13,0,30,35,7,3,5,6,0,5,1,174,1.0,103,29,34,1
CR_128065,05-MAY-08,0,4,4,6,5,5,6,2,6,1,174,0.0,112,80,23,1
CR_121409,28-MAR-07,0,6,6,4,1,5,6,0,5,1,174,1.0,103,62,34,1
CR_83380,28-APR-02,1,4,4,6,5,15,10,1,5,1,174,1.0,54,29,34,1
CR_197990,13-AUG-18,7,47,48,7,3,9,8,0,5,1,174,0.0,110,93,23,1
CR_23791,16-OCT-94,0,45,45,10,3,1,0,1,6,2,316,2.0,98,62,34,1
CR_144919,25-SEP-10,0,26,27,9,0,3,5,1,5,1,174,1.0,103,29,34,1
CR_195178,17-JAN-18,0,25,25,9,0,3,5,1,2,1,102,,110,53,43,1
CR_110317,22-APR-05,7,36,34,2,1,9,8,0,5,1,174,0.0,92,29,43,1
CR_14371,03-JUL-93,0,26,27,9,0,3,5,3,6,2,316,2.0,103,62,34,1
CR_107492,31-JAN-05,0,21,23,4,1,2,7,3,6,1,249,1.0,109,29,34,1
CR_125350,07-MAR-07,0,37,37,0,0,3,5,3,2,1,316,1.0,72,142,34,1
CR_123772,13-OCT-07,1,30,35,7,3,16,12,0,5,1,174,0.0,112,29,23,1
CR_98500,12-FEB-04,0,4,4,6,5,6,4,0,5,1,249,1.0,103,29,34,1
CR_107322,16-JUN-05,0,21,23,4,1,4,2,9,2,3,303,0.0,112,142,34,1
CR_75761,22-OCT-01,0,11,11,7,3,7,1,0,5,1,249,1.0,103,29,34,1
CR_12051,17-APR-93,1,9,10,7,3,15,10,1,6,1,316,1.0,24,29,34,1
CR_73917,12-SEP-01,0,4,4,6,5,4,2,0,5,1,249,1.0,18,87,34,1
CR_113358,31-AUG-06,0,4,4,6,5,4,2,3,6,1,0,1.0,72,80,34,1
CR_133646,14-NOV-08,1,42,42,7,3,17,11,1,5,1,249,1.0,103,29,34,1
CR_51640,13-APR-98,0,16,15,0,0,1,0,6,6,1,174,0.0,72,29,23,1
CR_24237,07-SEP-94,0,49,49,6,5,7,1,0,5,1,174,0.0,92,133,46,1
CR_19128,25-JAN-94,1,5,5,3,5,15,10,0,5,2,249,2.0,92,29,34,1
CR_36054,25-OCT-96,0,21,23,4,1,8,3,1,6,1,316,1.0,103,107,34,1
CR_179121,05-AUG-16,0,4,4,6,5,5,6,1,3,1,249,1.0,103,6,34,1
CR_56135,13-FEB-98,7,46,46,3,5,9,8,0,5,1,174,0.0,112,133,43,1
CR_81901,14-SEP-01,0,49,49,6,5,5,6,0,5,2,179,1.0,94,130,34,0
CR_22085,19-DEC-94,0,36,34,2,1,1,0,0,5,1,174,1.0,92,93,34,1
CR_158768,09-NOV-12,0,36,34,2,1,1,0,1,2,1,316,1.0,92,93,34,1
CR_2452,20-AUG-91,0,36,34,2,1,4,2,1,6,1,127,1.0,92,130,34,1
CR_126744,21-OCT-07,0,47,48,7,3,3,5,1,5,2,205,2.0,103,29,34,0
CR_10666,16-AUG-92,1,49,49,6,5,15,10,3,6,2,263,2.0,103,130,34,0
CR_99636,26-JUN-04,0,19,19,1,3,7,1,1,5,1,0,1.0,98,62,34,1
CR_146071,21-NOV-10,0,36,34,2,1,1,0,1,5,1,303,1.0,92,62,34,1
CR_43598,23-APR-97,0,16,15,0,0,5,6,0,5,1,249,1.0,103,29,34,1
CR_77322,13-MAY-01,0,24,24,0,0,9,8,0,5,2,174,0.0,24,130,0,1
CR_172631,09-AUG-15,0,3,2,3,5,1,0,1,2,1,0,1.0,103,142,34,1
CR_64062,21-MAY-99,0,47,48,7,3,3,5,8,3,1,316,1.0,87,142,34,1
CR_172331,07-FEB-14,0,50,51,0,0,4,2,0,5,1,174,0.0,111,119,23,1
CR_126399,27-NOV-07,0,45,45,10,3,1,0,0,5,1,174,1.0,103,29,34,1
CR_30870,18-SEP-95,0,39,39,6,5,3,5,0,5,1,174,1.0,103,103,34,1
CR_185132,10-JUN-17,0,4,4,6,5,1,0,0,5,1,249,1.0,18,93,34,1
CR_82243,30-APR-02,0,3,2,3,5,1,0,1,6,2,249,2.0,103,29,34,1
CR_198792,21-JAN-18,5,51,50,7,3,18,13,0,5,2,128,0.0,18,133,46,0
CR_193732,26-SEP-18,0,16,15,0,0,1,0,1,6,2,249,2.0,103,87,34,1
CR_53670,27-SEP-98,0,33,32,2,1,7,1,1,6,1,249,1.0,103,29,34,1
CR_39950,14-JUL-96,0,41,41,4,1,5,6,0,5,1,249,1.0,103,93,34,1
CR_73822,21-MAR-01,0,4,4,6,5,1,0,4,6,1,249,1.0,109,29,34,1
CR_34625,20-JAN-96,0,6,6,4,1,4,2,1,2,2,200,1.0,2,80,39,0
CR_193778,14-DEC-18,0,17,16,0,0,5,6,1,6,1,316,1.0,48,29,34,1
CR_167970,10-OCT-14,0,5,5,3,5,5,6,1,6,1,249,1.0,92,87,34,1
CR_93643,29-MAR-03,0,25,25,9,0,3,5,1,6,1,174,0.0,72,29,43,1
CR_5611,18-JUL-92,0,15,14,3,5,6,4,1,2,1,0,1.0,98,142,34,1
CR_38611,29-JAN-96,0,36,34,2,1,1,0,0,5,1,249,1.0,92,93,34,1
CR_5201,12-AUG-92,0,9,10,7,3,5,6,1,6,1,316,1.0,72,29,34,1
CR_103284,30-AUG-04,7,40,40,2,1,9,8,0,5,1,249,1.0,112,62,34,1
CR_64297,03-JAN-99,0,49,49,6,5,2,7,3,2,1,249,1.0,109,130,34,1
CR_171252,03-AUG-14,0,38,38,10,3,7,1,0,5,1,102,1.0,98,80,34,1
CR_137929,20-JAN-09,0,23,21,4,1,8,3,1,6,2,179,1.0,67,87,34,0
CR_95273,11-JUL-03,1,37,37,0,0,11,17,1,6,1,74,0.0,103,142,34,1
CR_93289,04-SEP-03,0,24,24,0,0,4,2,1,5,2,174,0.0,116,142,0,1
CR_22784,23-AUG-94,0,37,37,0,0,2,7,1,6,1,249,1.0,103,29,34,1
CR_185741,17-JAN-17,0,4,4,6,5,5,6,1,6,1,316,1.0,109,29,34,1
CR_123889,07-JUN-07,0,33,32,2,1,6,4,1,6,1,249,1.0,59,29,34,1
CR_154843,29-AUG-12,0,4,4,6,5,1,0,1,2,1,316,1.0,103,103,34,1
CR_24511,02-APR-95,0,3,2,3,5,1,0,3,3,1,0,1.0,92,142,34,1
CR_74047,09-MAY-01,0,4,4,6,5,5,6,1,6,1,316,1.0,34,130,34,1
CR_33723,20-JAN-96,1,4,4,6,5,15,10,0,5,1,174,0.0,109,93,0,1
CR_92145,14-APR-03,0,16,15,0,0,6,4,1,6,1,249,1.0,103,14,34,1
CR_53352,15-OCT-98,0,29,29,9,0,6,4,1,6,2,249,2.0,72,107,34,1
CR_139946,14-SEP-09,0,36,34,2,1,4,2,1,2,1,0,1.0,92,62,34,1
CR_73982,01-FEB-01,7,4,4,6,5,9,8,0,5,1,249,1.0,112,130,34,1
CR_172016,29-JAN-14,0,48,47,4,1,7,1,0,5,1,328,1.0,115,115,34,1
CR_191343,18-JUN-17,0,49,49,6,5,5,6,1,6,6,25,3.0,103,130,9,0
CR_119578,07-MAY-07,1,2,3,10,3,16,12,1,6,1,316,1.0,92,80,34,1
CR_28493,19-AUG-95,0,25,25,9,0,5,6,1,2,1,174,1.0,72,62,34,1
CR_183439,04-JUN-16,0,44,44,1,3,6,4,0,5,1,174,1.0,103,62,34,1
CR_51216,06-JUL-98,0,9,10,7,3,4,2,1,6,1,316,1.0,72,133,34,1
CR_178381,11-JUL-16,0,3,2,3,5,1,0,1,5,2,67,1.0,98,62,34,0
CR_3999,08-MAR-91,0,40,40,2,1,1,0,1,5,1,249,1.0,92,142,34,1
CR_194560,15-MAY-18,0,21,23,4,1,8,3,0,5,1,174,1.0,98,93,34,1
CR_39197,15-AUG-96,1,36,34,2,1,15,10,1,6,1,249,1.0,92,29,34,1
CR_157049,02-MAY-12,0,24,24,0,0,7,1,1,6,1,0,1.0,103,29,34,1
CR_121165,07-JUL-07,0,5,5,3,5,6,4,2,5,1,249,1.0,109,80,34,1
CR_181428,25-JUL-16,0,25,25,9,0,3,5,1,5,1,249,1.0,18,87,34,1
CR_71593,10-SEP-00,0,45,45,10,3,2,7,1,6,1,249,1.0,103,29,34,1
CR_165584,25-JUL-13,0,37,37,0,0,2,7,2,6,2,207,1.0,103,29,39,0
CR_163798,30-JUN-13,0,25,25,9,0,5,6,1,5,1,174,0.0,18,107,46,1
CR_149002,26-JAN-11,0,4,4,6,5,6,4,1,6,1,0,1.0,111,29,34,1
CR_112407,23-OCT-06,0,4,4,6,5,4,2,3,6,1,174,1.0,103,29,34,1
CR_107475,11-OCT-05,0,21,23,4,1,2,7,1,2,1,290,1.0,59,62,34,1
CR_6738,07-JUL-92,0,22,22,7,3,6,4,1,6,2,249,2.0,103,29,34,1
CR_113482,05-MAR-06,0,4,4,6,5,5,6,2,6,1,0,1.0,103,62,34,1
CR_91558,03-NOV-03,0,6,6,4,1,5,6,0,5,1,174,0.0,92,29,43,1
CR_51855,29-JAN-98,0,21,23,4,1,8,3,0,5,1,174,0.0,112,93,23,1
CR_11385,01-MAR-93,0,4,4,6,5,2,7,1,6,1,249,1.0,103,142,34,1
CR_142518,30-MAY-10,1,4,4,6,5,15,10,1,2,1,316,1.0,103,142,34,1
CR_69580,09-JUN-00,0,33,32,2,1,7,1,0,5,1,174,0.0,112,93,43,1
CR_101988,23-APR-04,0,33,32,2,1,8,3,1,2,1,249,1.0,116,29,34,1
CR_32710,23-APR-96,0,4,4,6,5,4,2,0,5,1,174,1.0,103,93,34,1
CR_66717,29-SEP-00,0,6,6,4,1,4,2,1,6,1,249,1.0,109,29,34,1
CR_195139,12-AUG-18,0,25,25,9,0,3,5,1,2,1,316,1.0,72,62,34,1
CR_16102,15-JAN-93,0,36,34,2,1,1,0,1,6,1,174,0.0,92,93,0,1
CR_14989,26-DEC-93,0,33,32,2,1,5,6,0,5,1,303,1.0,72,93,34,1
CR_18017,11-JUN-93,0,47,48,7,3,4,2,3,2,1,316,1.0,72,142,34,1
CR_7463,23-JUN-92,0,33,32,2,1,5,6,0,5,1,174,0.0,103,87,43,1
CR_69151,05-FEB-00,7,31,36,9,0,9,8,0,5,1,249,1.0,92,130,34,1
CR_100112,12-MAR-04,1,22,22,7,3,15,10,2,6,1,174,1.0,103,130,34,1
CR_34028,13-DEC-96,0,4,4,6,5,2,7,1,6,1,316,1.0,72,62,34,1
CR_14322,29-MAR-93,7,26,27,9,0,9,8,0,5,1,249,1.0,112,29,34,1
CR_105694,16-DEC-05,0,4,4,6,5,3,5,1,6,1,174,1.0,103,29,34,1
CR_23634,01-JAN-94,0,45,45,10,3,8,3,7,3,1,0,1.0,54,29,34,1
CR_3658,23-AUG-91,0,39,39,6,5,3,5,4,5,1,290,1.0,103,93,34,1
CR_156900,08-JUL-12,0,23,21,4,1,7,1,1,6,1,249,1.0,103,29,34,1
CR_70137,02-NOV-00,0,36,34,2,1,1,0,0,5,1,249,1.0,92,29,34,1
CR_78504,09-SEP-01,0,33,32,2,1,6,4,1,6,1,249,1.0,48,87,34,1
CR_19313,10-JAN-94,0,6,6,4,1,7,1,1,6,1,249,1.0,92,29,34,1
CR_52678,10-FEB-98,0,24,24,0,0,6,4,2,5,1,174,1.0,103,124,34,1
CR_137344,16-MAR-09,0,19,19,1,3,6,4,3,2,1,0,1.0,103,80,34,1
CR_155464,21-MAR-12,1,4,4,6,5,16,12,1,6,2,249,2.0,103,103,34,1
CR_54871,15-NOV-98,0,36,34,2,1,7,1,1,6,1,249,1.0,92,29,34,1
CR_126925,14-FEB-07,0,49,49,6,5,5,6,3,6,1,249,1.0,24,29,34,1
CR_65285,20-JAN-00,0,4,4,6,5,1,0,2,6,1,0,1.0,92,62,34,1
CR_95211,25-APR-03,1,36,34,2,1,15,10,0,5,1,174,0.0,92,29,50,1
CR_69472,12-APR-00,0,33,32,2,1,5,6,1,2,1,316,1.0,112,142,34,1
CR_198257,03-MAR-18,0,49,49,6,5,6,4,1,6,2,174,2.0,103,130,34,1
CR_83211,01-JAN-02,1,4,4,6,5,15,10,1,6,1,316,1.0,87,107,34,1
CR_50379,09-JUL-98,0,4,4,6,5,2,7,0,5,1,174,1.0,18,53,34,1
CR_89484,13-OCT-02,0,50,51,0,0,5,6,1,6,1,249,1.0,92,29,34,1
CR_27136,09-SEP-95,0,19,19,1,3,7,1,2,5,2,249,2.0,92,29,34,1
CR_41555,07-MAR-97,0,4,4,6,5,1,0,1,6,1,316,1.0,72,80,34,1
CR_93411,03-JUN-03,0,24,24,0,0,6,4,3,2,1,316,0.0,103,119,34,1
CR_23199,30-OCT-94,0,40,40,2,1,8,3,1,6,1,249,1.0,103,93,34,1
CR_95463,25-DEC-03,0,37,37,0,0,3,5,1,6,1,249,0.0,98,130,34,1
CR_71884,20-JUL-00,0,47,48,7,3,6,4,1,6,1,74,0.0,113,142,0,1
CR_101115,14-FEB-04,0,25,25,9,0,3,5,1,2,1,249,1.0,24,130,34,1
CR_92424,08-AUG-03,0,21,23,4,1,6,4,2,3,1,316,0.0,103,29,34,1
CR_139744,24-SEP-09,0,36,34,2,1,1,0,1,6,1,316,1.0,92,87,34,1
CR_37511,15-APR-96,0,33,32,2,1,7,1,0,5,1,174,0.0,103,130,43,1
CR_40391,19-MAR-96,0,45,45,10,3,1,0,2,6,1,0,1.0,72,29,34,1
CR_43487,03-OCT-97,0,15,14,3,5,8,3,1,6,1,249,1.0,109,80,34,1
CR_22743,20-APR-94,0,37,37,0,0,2,7,3,6,1,249,1.0,92,29,34,1
CR_42940,28-MAR-97,0,4,4,6,5,6,4,1,6,1,316,1.0,112,103,34,1
CR_127156,05-AUG-08,0,2,3,10,3,7,1,0,5,1,174,1.0,103,29,34,1
CR_147839,04-AUG-10,0,49,49,6,5,7,1,1,6,2,249,2.0,103,80,34,1
CR_69536,30-MAY-00,0,33,32,2,1,7,1,0,5,1,174,0.0,116,93,0,1
CR_64424,20-AUG-00,0,3,2,3,5,4,2,0,5,1,174,1.0,103,119,34,1
CR_29510,10-JAN-95,0,33,32,2,1,6,4,0,5,1,174,0.0,112,93,43,1
CR_53862,25-SEP-98,0,33,32,2,1,5,6,1,6,2,249,2.0,92,14,34,1
CR_60760,06-NOV-99,0,24,24,0,0,4,2,2,6,1,0,1.0,12,29,34,1
CR_147125,06-JAN-10,0,42,42,7,3,6,4,1,2,1,290,1.0,84,136,34,1
CR_112160,28-JAN-06,1,3,2,3,5,16,12,1,6,1,316,1.0,103,29,34,1
CR_52711,07-AUG-98,0,24,24,0,0,8,3,0,5,1,174,0.0,72,93,23,1
CR_90342,21-MAR-03,0,4,4,6,5,1,0,0,5,1,249,1.0,103,130,34,1
CR_137001,09-FEB-09,0,15,14,3,5,6,4,1,6,1,249,1.0,72,29,34,1
CR_121044,27-MAR-07,0,4,4,6,5,5,6,0,5,1,249,1.0,103,80,34,1
CR_10241,20-JUN-92,0,45,45,10,3,3,5,1,6,1,249,1.0,42,14,34,1
